"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Egypt, Arab Rep.","EGY","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270000000","379000000","319000000","377000000","458000000","312000000","319000000","369000000","120000000","203000000","355000000","542000000","1024000000","1119000000","1002000000","1105000000","626000000","883000000","700000000","771000000","832000000","661000000","861000000","1089000000","1226000000","476000000","","",
"Euro area","EMU","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24397547644.9416","21340807650.3857","21394264152.6752","22353074915.4184","25101582420.8604","30618573370.0066","35171910492.9447","39069917902.5358","44858753912.6113","48555351906.5921","45162344348.6995","49594220873.8521","54491094657.4469","52292302311.4798","53118103099.655","54396435415.3131","49744163567.5547","52240373751.114","57575295729.9299","59668159877.0379","59594952583.4531","","","",
"Eritrea","ERI","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2001000000","2583000000","2464000000","2475000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95000000","81000000","124000000","129000000","153000000","149000000","154000000","182000000","212000000","224000000","258000000","337000000","380000000","450000000","","","","","396000000","414000000","400000000","374000000","465000000","547000000","568000000","277000000","","",
"Ethiopia","ETH","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161000000","147000000","135000000","115000000","129000000","148000000","167000000","189000000","222000000","284000000","365000000","477000000","614000000","807000000","790000000","912000000","1240000000","1373000000","1650000000","1755000000","1874000000","1791000000","2069000000","2580000000","2743000000","1249000000","","",
"European Union","EUU","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26642620500.6225","23565027685.8471","23804827190.6518","25029778639.1585","28366039396.8784","34632687534.6204","40025389270.5353","44380175641.9238","50815925715.2825","55276962850.9252","51385362875.5007","55483841050.5124","61711276949.8359","58705844008.52","60171136722.295","61866617450.7639","56461965476.4633","59681114180.8697","66071821778.8689","69462494172.3135","69915268103.1593","","","",
"Fragile and conflict affected situations","FCS","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1073442889.2267","1043405147.438","810116962.359176","810016904.482083","877684777.886492","1054916779.40575","1216660807.83177","1233205617.09895","1215251087.70646","1361090866.90743","1493238424.42847","1697276337.19105","2154275133.02098","2572344932.58662","2278586961.30603","2313891310.53807","2555066070.9647","3115566487.39779","3475314569.91439","3307292510.77734","3083773407.22248","2985063812.38111","3567242220.31587","4047051585.43298","","","","",
"Finland","FIN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","743000000","772000000","719000000","741000000","715000000","629000000","628000000","659000000","808000000","909000000","889000000","1135000000","1450000000","1641000000","1327000000","1470000000","1768000000","1541000000","1733000000","1752000000","1437000000","1368000000","1810000000","2097000000","2219000000","512000000","","",
"Fiji","FJI","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78000000","76000000","69000000","61000000","85000000","102000000","111000000","124000000","151000000","165000000","237000000","204000000","223000000","294000000","185000000","190000000","231000000","259000000","249000000","282000000","277000000","271000000","301000000","401000000","383000000","85000000","","",
"France","FRA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3708000000","3736000000","","","6797000000","5849000000","5638000000","6077000000","7155000000","8162000000","8189000000","8088000000","9690000000","10772000000","9290000000","9719000000","10979000000","10648000000","9603000000","8980000000","8115000000","8219000000","8485000000","7156000000","7352000000","3312000000","","",
"Faroe Islands","FRO","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77000000","81000000","84000000","87000000","128000000","79000000","31000000","59000000","69000000","64000000","4000000","","1000000","500000","200000.002980232","3000000","5400000.09536743","5500000","200000.002980232","","3700000.04768372","","","","","","","",
"United Kingdom","GBR","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7090000000","7792000000","7897000000","7969000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28000000","41000000","13000000","10000000","19000000","18000000","25000000","32000000","46000000","48000000","56000000","58000000","61000000","78000000","114000000","154000000","196000000","185000000","181000000","204000000","267000000","296000000","282000000","44000000","","",
"Ghana","GHA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19000000","19000000","20000000","20000000","21000000","22000000","23000000","25000000","27000000","29000000","31000000","49000000","82000000","51000000","81000000","86000000","103000000","240000000","157000000","130000000","92000000","106000000","69000000","52000000","65000000","81000000","","",
"Gibraltar","GIB","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10999.9999403954","2900000.09536743","4699999.80926514","3400000.09536743","4099999.90463257","5800000.19073486","8100000.38146973","","600000.023841858","","5599999.90463257","","899999.976158142","899999.976158142","2099999.90463257","39999.9991059303","19999.9995529652","270000.010728836","","400000.005960464","4000000","1399999.97615814","200000.002980232","1299999.95231628","1000000","90000.0035762787","","",
"Gambia, The","GMB","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","1000000","","","","","","2000000","4000000","1000000","3000000","2000000","200000.002980232","1000000","6000000","8000000","10000000","7000000","5000000","8000000","4000000","6000000","14000000","5000000","6000000","","",
"Guinea-Bissau","GNB","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600000.023841858","1200000.04768372","","","","","","300000.011920929","400000.005960464","200000.002980232","","","","","140000.000596046","200000.002980232","19999.9995529652","","","",
"Equatorial Guinea","GNQ","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47000000","36000000","21000000","","53000000","43000000","61000000","96000000","76000000","94000000","119000000","93000000","137000000","170000000","1347000000","1379000000","1456000000","1455000000","1349000000","1669000000","1882000000","2084000000","2264000000","2773000000","2727000000","1178000000","","",
"Grenada","GRD","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","5000000","4000000","15000000","18000000","16000000","26000000","27000000","25000000","","","","","300000.011920929","300000.011920929","300000.011920929","400000.005960464","","699999.988079071","400000.005960464","500000","1700000.04768372","4599999.90463257","4099999.90463257","6199999.80926514","1500000","","",
"Guam","GUM","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","3000000","3000000","3000000","5000000","4000000","4000000","2000000","","","","","","","","","","","","","","","","","","","",
"High income","HIC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65231987832.5332","70095690868.0408","71556659208.868","71529763717.0644","72732027562.7589","72869627093.0089","68903208200.1406","68743699330.5905","72837883461.7682","88536400406.868","98733130098.228","106531593798.097","121345433739.748","134083019292.458","116605909688.618","132647778155.497","150753865760.335","157068576535.359","160847822436.021","166005392172.235","152672522413.787","154298472575.005","167926074245.336","180026333641.262","178903319125.755","","","",
"Hong Kong SAR, China","HKG","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1686000000","1850000000","2330000000","2019000000","2439000000","1932000000","2956000000","3409000000","4032000000","4671000000","5218000000","4313000000","5519000000","6131000000","5893000000","6318000000","6877000000","6696000000","6440000000","6461000000","7045000000","6326000000","","","",
"Honduras","HND","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","4000000","6000000","7000000","6000000","3000000","4000000","4000000","8000000","6000000","2000000","699999.988079071","600000.023841858","800000.011920929","100000.001490116","1700000.04768372","4500000","4699999.80926514","10000000","8000000","7000000","7000000","7000000","9000000","9000000","2000000","","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496808739.619931","492291945.37864","499353423.398971","475623296.349178","446032165.390409","521243721.483691","634038388.430746","639948200.300231","833417653.942635","968611852.91842","1098937232.13302","1363196995.36954","1489302302.23341","1719306170.67761","1635176655.28039","1921032107.72827","2626782046.26928","2865728152.44484","3193737955.09071","3298216524.91571","3554231083.63851","3495969397.40697","3957953319.33285","4902991667.91126","5106156381.49413","","","",
"Croatia","HRV","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102000000","113000000","128000000","141000000","203000000","218000000","255000000","306000000","368000000","401000000","308000000","230000000","250000000","229000000","203000000","216000000","185000000","187000000","214000000","221000000","221000000","63000000","","",
"Haiti","HTI","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","27000000","27000000","42000000","57000000","76000000","37000000","46000000","58000000","95000000","641000000","744000000","889000000","1090000000","1037000000","1008000000","1310000000","1092000000","1309000000","1619000000","1609000000","1807000000","2215000000","2731000000","2942000000","995000000","","",
"IBRD only","IBD","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1834901164.81431","1915014027.78708","1980480506.27804","1949075815.59225","1985413201.57957","1839375803.63051","1914619451.486","2022374728.70034","2153586267.39489","2444902757.05553","2918151559.37695","3256965214.90376","3756019949.37344","4427065861.29753","3663704402.57783","4771781750.80677","5347817500.73885","6016103072.18449","6084383308.83538","6289446162.27834","6276650868.96584","5665009337.40259","6155214647.86855","7137330145.95696","7528467672.91587","","","",
"IDA blend","IDB","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105686896.76247","1124856027.66453","1219883157.70298","1222093090.95969","1229827857.35817","1073987075.43998","1110411468.537","1157273260.80106","1177935051.00119","1310424809.65401","1606587580.10902","1645017835.49496","1831845819.49134","2281076168.52437","1696380272.34414","2177507883.04722","2241402781.95554","2367907425.22076","2195342116.97824","2232642931.04868","2221879081.24497","1589661813.27855","1751829194.83628","1858271608.84282","1968703741.18896","","","",
"Indonesia","IDN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512000000","424000000","428000000","572000000","442000000","485000000","773000000","455000000","660000000","1041000000","1139000000","1183000000","1306000000","1293000000","1360000000","1552000000","1489000000","1494000000","221000000","","",
"IDA only","IDX","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","641187660.845627","717121528.253531","649557464.530702","604407510.217471","638650244.092525","693549039.53924","733935064.788935","799470877.082432","934423251.567269","1095529760.01038","1254081716.51923","1583722258.65552","1906558258.33937","2097093577.07727","1964964409.3398","2597651759.01103","3135765873.05518","3703547555.77435","3973927113.90921","4149918148.21348","4121968391.00931","4257872449.90015","4595832373.9781","5543501252.34744","5836421997.17615","","","",
"Isle of Man","IMN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138000000","144000000","198000000","97000000","137000000","166000000","281000000","504000000","630000000","","","","368000000","645000000","1056000000","459000000","684000000","513000000","575000000","941000000","377000000","","",
"Not classified","INX","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","486792724.609375","552329589.84375","603000000","","782000000","902000000","998000000","1131000000","1344000000","1700000000","1998000000","2296000000","3188000000","3613000000","3501000000","4100000000","5317000000","5389000000","5695000000","6237000000","6693000000","7450000000","8632000000","8494000000","8391000000","2302000000","","",
"Iran, Islamic Rep.","IRN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138000000","123000000","174000000","166000000","156000000","210000000","231000000","250000000","233000000","261000000","234000000","248000000","273000000","241000000","204000000","193000000","141000000","138000000","252000000","356000000","383000000","346000000","338000000","228000000","","","","",
"Iraq","IRQ","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18000000","26000000","39000000","22000000","27000000","76000000","14000000","6000000","","","","","","","","","","",
"Iceland","ISL","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123000000","136000000","141000000","165000000","158000000","159000000","151000000","159000000","167000000","188000000","222000000","224000000","247000000","257000000","","","","","","","","","","","","","","",
"Israel","ISR","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","498000000","453000000","445000000","441000000","496000000","497000000","294000000","281000000","341000000","432000000","561000000","540000000","653000000","751000000","623000000","718000000","725000000","734000000","769000000","729000000","706000000","704000000","768000000","823000000","839000000","161000000","","",
"Italy","ITA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694000000","1869000000","1701000000","1525000000","1221000000","1214000000","1095000000","1320000000","1346000000","2495000000","3054000000","3390000000","3484000000","","","","","","","","1982000000","2042000000","2139000000","2536000000","2389000000","423000000","","",
"Jamaica","JAM","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130000000","126000000","159000000","183000000","206000000","244000000","262000000","273000000","266000000","295000000","238000000","224000000","232000000","246000000","145000000","94000000","47000000","","","","","","","","","","","",
"Jordan","JOR","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313000000","282000000","289000000","230000000","221000000","212000000","184000000","206000000","204000000","291000000","318000000","366000000","443000000","596000000","561000000","805000000","926000000","1062000000","1028000000","1143000000","903000000","899000000","910000000","972000000","979000000","336000000","","",
"Japan","JPN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1670000000","1694000000","1846000000","1921000000","2284000000","2597000000","2444000000","2572000000","2627000000","3078000000","3124000000","3020000000","3077000000","2961000000","2208000000","2132000000","1533000000","1616000000","1772000000","1978000000","2317000000","2704000000","2913000000","3183000000","3155000000","798000000","","",
"Kazakhstan","KAZ","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000000","59000000","61000000","47000000","31000000","47000000","50000000","58000000","74000000","85000000","100000000","135000000","200000000","243000000","222000000","231000000","315000000","225000000","257000000","239000000","201000000","180000000","221000000","396000000","459000000","130000000","","",
"Kenya","KEN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362000000","361000000","422000000","488000000","506000000","217000000","227000000","237000000","272000000","313000000","390000000","494000000","597000000","646000000","434000000","820000000","918000000","1069000000","948000000","934000000","872000000","648000000","648000000","712000000","755000000","","","",
"Kyrgyz Republic","KGZ","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","4000000","5000000","8000000","12000000","14000000","16000000","21000000","22000000","46000000","55000000","47000000","52000000","49000000","52000000","55000000","45000000","56000000","45000000","51000000","59000000","64000000","44000000","","",
"Cambodia","KHM","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18000000","35000000","31000000","22000000","28000000","41000000","49000000","55000000","52000000","70000000","89000000","117000000","149000000","179000000","127000000","152000000","174000000","200000000","235000000","267000000","282000000","311000000","385000000","470000000","539000000","96000000","","",
"Kiribati","KIR","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070000.05245209","","","","","",
"St. Kitts and Nevis","KNA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1520000000","1470000000","1586000000","1355000000","1496000000","1693000000","1535000000","1685000000","1647000000","2157000000","2484000000","2720000000","3150000000","3705000000","3489000000","4052000000","4967000000","5458000000","5065000000","4930000000","3913000000","4038000000","3805000000","4537000000","4589000000","1248000000","","",
"Kuwait","KWT","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186000000","205000000","208000000","249000000","250000000","296000000","180000000","203000000","210000000","220000000","248000000","303000000","307000000","353000000","305000000","285000000","324000000","354000000","322000000","246000000","431000000","231000000","330000000","461000000","498000000","127000000","","",
"Latin America & Caribbean (excluding high income)","LAC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170304556.61682","2264529067.03433","2531007713.79826","2611922282.6537","2631357834.98432","2774977747.35178","2456603536.01971","2464638216.43188","2755895381.37289","3166693183.89627","3768182312.03544","4268949904.87716","4842951081.3282","5307710471.72651","4567606836.92943","4402891432.98927","5017429999.90366","5666895068.78455","6583744763.62499","6680713615.86292","6659938406.82497","6971464200.24961","7131116051.91414","7741170339.78238","7477233079.38216","","","",
"Lao PDR","LAO","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","1000000","3000000","2000000","4000000","","4000000","3000000","3000000","3000000","4000000","2000000","1000000","4000000","3000000","3000000","7000000","10000000","17000000","400000.005960464","1000000","1000000","7000000","22000000","39000000","14000000","","",
"Lebanon","LBN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408000000","520000000","437000000","476000000","580000000","498000000","383000000","165000000","252000000","525000000","540000000","312000000","230000000","329000000","476000000","294000000","124000000","16000000","","",
"Liberia","LBR","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2000000","1000000","16000000","12000000","9000000","12000000","21000000","38000000","43000000","51000000","54000000","25000000","25000000","109000000","110000000","30000000","110000000","131000000","33000000","33000000","33000000","41000000","52000000","","","","",
"St. Lucia","LCA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3191665292.89979","3374273008.66272","3500619885.31824","3639828629.47214","3679457248.66468","3839236574.8309","3476361844.31433","3362346823.24568","3838249906.38098","4414981757.59884","5145287799.08354","5803447116.63834","6538379537.86683","7196081129.71632","6281324118.43421","6206924911.82461","7098721930.47603","8205426412.94737","9191029490.93513","9268532274.20617","8968186067.64955","9400994890.70859","9422160775.3723","9954534482.2521","9561080317.72134","","","",
"Least developed countries: UN classification","LDC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495895744.75759","578678977.443371","496774926.005205","479881561.159287","498867132.007008","544583482.683271","566849005.368924","614406211.710444","714520599.917679","893515715.174254","1033755061.98558","1335067234.38655","1564961158.95505","1848926414.85554","1713804210.90565","2026657016.43287","2544620672.76654","2746583088.63857","3126920770.91424","3323117876.83764","3342543774.05353","3384417975.32418","3846407022.72312","4774547289.2018","5046135659.55542","","","",
"Low income","LIC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141000000","116000000","142000000","139000000","141000000","140000000","134000000","231000000","268000000","295000000","300000000","323000000","365000000","461000000","404000000","468000000","591000000","717000000","791000000","847000000","997000000","1073000000","1158000000","1227000000","1056000000","394000000","","",
"Lower middle income","LMC","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3735078935.26895","4018340166.43475","4205274795.56565","4340421486.08271","4387344216.93975","4247662022.30328","4734155161.8301","5322167236.23612","5142881640.75186","6031648491.50524","7513777623.58884","8021432333.8606","9763087319.67485","12065707772.7741","9582196321.84423","11581176195.3875","12340546624.6165","13510401048.5809","12864511810.8874","14137362668.4034","13057489940.0348","12619153896.5106","13876500783.6497","14744006057.6352","15877493950.9805","","","",
"Low & middle income","LMY","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","1700000.04768372","1720000.02861023","699999.988079071","100000.001490116","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25000000","29000000","39000000","44000000","41000000","39000000","42000000","51000000","62000000","58000000","","","","","","","","","","","","","","","","","","",
