,Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
103,Lesotho,7.97,12.21,6.34,4.64,3.64,6.34,9.18,10.69,5.83,3.31,6.01,5.47,5.0,4.57,4.3,6.21,4.46,4.01,5.19,4.98,6.05,8.31,8.08530022814765,8.134193234059609,8.178925133085443,8.20701260456678
104,Lithuania,1.37,0.28,-1.13,1.16,2.66,3.74,5.74,10.93,4.45,1.32,4.13,3.09,1.05,0.1,-0.88,0.91,3.72,2.7,2.24,1.2,4.68,19.7,18.459900676923986,19.889167693350576,20.55475772551002,21.24136639026397
105,Luxembourg,2.66,2.07,2.05,2.23,2.49,2.67,2.31,3.4,0.37,2.27,3.41,2.66,1.73,0.63,0.47,0.29,2.11,1.53,1.65,0.82,2.53,6.3,6.354061893827753,6.22514507008465,6.0726628054422696,6.050483566948833
106,Latvia,2.49,1.94,2.94,6.19,6.75,6.54,10.09,15.4,3.53,-1.08,4.37,2.26,-0.03,0.62,0.17,0.14,2.89,2.53,2.75,0.22,3.28,17.3,15.547544786617856,16.74907845088286,16.40803177761987,16.644141012955785
107,"Macao SAR, China",-1.98,-2.64,-1.56,0.98,4.4,5.16,5.57,8.61,1.17,2.81,5.8,6.1,5.5,6.05,4.56,2.37,1.23,3.0,2.75,0.81,0.03,1.05,0.7272047891863863,0.7860732166903889,0.7321104914783866,0.8783004197799928
108,Morocco,0.61,2.78,1.16,1.49,0.98,3.29,2.04,3.89,0.97,1.0,0.9,1.29,1.9,0.42,1.57,1.65,0.75,1.79,0.24,0.71,1.4,6.66,6.6464910529665895,6.618075681620452,6.687017894066824,6.633447931692953
109,Moldova,9.64,5.22,11.67,12.43,11.85,12.71,12.38,12.7,0.01,7.36,7.65,4.56,4.57,5.06,9.63,6.38,6.58,3.05,4.85,3.77,5.11,28.74,26.953384621565043,26.959765390773683,27.272423081996948,30.188434610344544
110,Madagascar,7.92,16.5,-1.7,13.96,18.36,10.77,10.29,9.3,8.95,9.25,9.48,5.71,5.83,6.08,7.4,6.66,8.28,7.29,5.62,4.2,5.82,9.8,9.877706412306123,9.875072296634729,9.869584555652658,9.840609283267325
111,Maldives,0.67,0.93,-2.8,6.34,2.46,3.5,6.8,12.03,4.55,6.16,11.26,10.89,3.8,2.12,1.89,0.8,2.27,1.37,1.31,-1.37,0.54,2.18,1.235042901933441,2.6514796514666132,2.987109233866575,3.033058521933236
112,Mexico,6.37,5.03,4.55,4.69,3.99,3.63,3.97,5.12,5.3,4.16,3.41,4.11,3.81,4.02,2.72,2.82,6.04,4.9,3.63,3.4,5.69,7.9,7.939468842566188,8.176281897963314,8.010512759185326,9.036702665906207
113,Marshall Islands,6.37,5.03,4.55,2.02,3.49,5.25,2.64,14.68,0.48,1.77,5.35,4.34,1.85,1.1,-2.24,-1.51,0.03,0.76,1.2,0.61,2.61,6.4,6.208673397267643,6.39404430808616,6.449878919778474,6.698529057181577
114,"Macedonia, FYR",5.21,1.07,0.87,-0.45,0.53,3.2,2.26,8.32,-0.74,1.5,3.89,3.31,2.79,-0.27,-0.29,-0.23,1.35,1.46,0.77,1.2,3.23,14.2,14.484774930348527,14.402961138204198,13.921518438277952,13.918371753964708
115,Mali,5.17,4.87,-1.16,-3.11,6.41,1.52,1.46,9.12,2.22,1.29,3.05,5.32,-0.6,0.89,1.44,-1.8,1.76,1.73,-2.89,0.44,3.93,9.99,10.492470769230769,9.754349937010879,9.940126970795953,10.008702385951517
116,Malta,2.51,2.61,1.93,2.79,3.0,2.77,1.25,4.26,2.09,1.52,2.72,2.42,1.38,0.31,1.1,0.64,1.26,1.16,1.52,0.64,1.5,6.15,5.713075767925796,6.217965991655987,6.737420356455319,6.353897974967962
117,Myanmar,34.5,58.1,24.95,3.76,10.74,26.33,30.93,11.54,2.25,8.22,2.77,2.83,5.72,5.11,10.04,6.76,4.62,6.0,8.63,6.11,5.03,16.75,16.67750389979121,16.71637472161,16.70817015368284,16.774479202667898
118,Montenegro,23.73,19.7,7.5,3.1,3.45,2.12,3.37,9.0,3.55,0.38,3.44,4.15,2.21,-0.7,1.56,-0.27,2.37,2.6,0.37,-0.26,2.41,13.05,12.151785777219443,12.613996809631718,13.30731335825013,12.768861330800778
119,Mongolia,6.35,1.05,5.05,8.23,12.65,4.41,8.19,26.74,6.4,10.34,7.74,14.29,9.96,12.8,6.56,0.72,4.62,6.83,7.26,3.69,7.1,15.15,14.462258944238851,15.216162430678946,14.72168531717089,15.808142073611126
120,Mozambique,9.06,16.77,13.45,12.63,6.43,13.24,8.16,14.5,3.75,12.47,11.15,2.6,4.27,2.56,3.55,17.45,15.11,3.92,2.79,3.63,5.69,10.28,11.72673703488677,11.481949714900862,11.732600204227749,11.587486763038498
121,Mauritania,4.72,3.9,5.15,10.37,12.13,6.24,7.25,7.45,2.14,6.26,5.69,4.9,4.13,3.77,0.49,1.47,2.27,3.07,2.31,2.39,3.77,7.1,7.05630165034413,7.031560672965439,7.0199934627624145,6.914603325357081
122,Mauritius,5.4,6.45,3.88,4.7,4.94,8.93,8.86,9.67,2.56,2.97,6.53,3.83,3.54,3.19,1.32,0.95,3.68,3.21,0.45,2.58,4.03,10.77,10.739197754912613,10.749584558488593,10.762120355907877,10.829097330690914
123,Malawi,7.64,7.71,7.83,7.98,8.16,8.34,8.52,8.72,8.42,7.41,7.62,21.3,28.28,23.77,21.86,21.73,11.54,9.22,9.38,8.63,9.34,18.45,-114.63690947117297,-181.5157163911187,-138.30319214901021,-120.00254441027782
124,Malaysia,1.43,1.79,1.07,1.42,3.04,3.62,2.03,5.43,0.6,1.72,3.17,1.66,2.11,3.14,2.1,2.08,3.8,0.97,0.66,-1.14,2.48,3.38,3.408082315512927,3.197464949165973,2.7153851995273888,3.2021453350847944
125,Namibia,10.21,12.72,7.21,4.14,2.27,4.96,6.57,9.08,9.43,4.9,5.01,6.7,5.63,5.34,3.41,6.68,6.15,4.28,3.72,2.21,3.62,6.08,5.673246612478678,5.915038903949687,5.980571394161456,6.416701415225985
126,Niger,3.9,2.67,-1.89,0.57,7.82,0.05,0.06,11.29,4.3,-2.79,2.94,0.47,2.29,-0.94,1.01,0.18,0.2,3.01,-2.52,2.76,3.84,4.23,4.410329862356825,4.511004816187936,4.332334431092064,4.440200453053968
127,Nigeria,18.84,12.89,14.01,15.06,17.82,8.28,5.42,11.57,12.57,13.74,10.81,12.2,8.48,8.04,9.01,15.69,16.5,12.1,11.4,13.25,16.95,18.85,18.231260567786464,16.736643238023895,16.559860543105742,16.949586029629852
128,Nicaragua,7.36,3.75,5.3,8.47,9.6,9.14,11.13,19.83,3.69,5.45,8.08,7.19,7.14,6.04,3.99,3.52,3.85,4.94,5.38,3.68,4.93,10.47,10.35173175384882,10.355130266669256,10.429897548718852,10.569236574356736
129,Netherlands,4.16,3.29,2.09,1.26,1.69,1.1,1.61,2.49,1.19,1.28,2.34,2.46,2.51,0.98,0.6,0.32,1.3,1.7,2.67,1.27,2.68,10.0,10.056281822023973,10.058666644991103,9.985691062196942,9.967566407646759
130,Norway,3.0,1.29,2.49,0.45,1.53,2.33,0.71,3.75,2.2,2.42,1.28,0.7,2.12,2.04,2.17,3.55,1.88,2.76,2.17,1.29,3.48,5.8,6.373972980648302,5.900111566393158,5.926807984096718,5.883426305326526
131,Nepal,2.43,2.9,4.74,3.96,4.54,7.96,6.2,6.68,12.62,9.56,9.57,8.31,9.87,9.04,7.21,9.93,4.45,4.15,4.64,5.05,3.6,6.26,6.795274411457235,6.127251945950385,6.482674155162363,7.266315893545401
132,Nauru,2.43,2.9,4.74,3.96,8.66,19.3,5.6,1.03,22.42,-1.97,-3.37,0.26,-1.11,0.28,9.78,8.15,5.08,0.46,4.3,0.89,1.2,2.0,1.8501864537045039,1.9422243722806607,1.8488428344552168,1.2106236910439094
133,New Zealand,2.63,2.68,1.75,2.29,3.04,3.37,2.38,3.96,2.12,2.3,4.03,1.06,1.13,1.23,0.29,0.65,1.85,1.6,1.62,1.71,3.94,6.28,6.517130511517303,6.503744111673179,6.48462068332443,6.664380909802671
134,Oman,-0.84,-0.28,0.22,0.61,1.94,3.51,5.81,12.41,3.47,3.26,4.04,2.94,1.05,1.03,0.07,1.11,1.6,0.88,0.13,-0.9,1.55,2.81,2.8847685156305545,3.3263700610733316,3.3310430933004227,3.555348640188852
135,Pakistan,3.58,3.7,2.87,7.44,9.06,7.92,7.6,19.75,12.16,12.93,11.92,9.68,7.69,7.2,2.55,3.75,4.15,5.07,6.74,9.74,9.5,19.87,19.103188053306695,18.63366319979295,18.518051552445343,17.420920613330303
136,Panama,0.33,1.22,1.43,0.18,2.87,2.43,4.18,8.72,2.42,3.53,5.84,5.69,4.05,2.63,0.13,0.76,0.88,0.77,-0.35,-1.55,1.63,2.86,2.039186876532993,2.6623968406468315,3.2020054681112518,4.152020657309175
137,Peru,1.98,0.2,2.26,3.66,1.61,2.0,1.78,5.79,2.93,1.53,3.37,3.66,2.81,3.25,3.55,3.59,2.8,1.32,2.14,1.83,4.27,7.88,7.213072532093298,7.479217296274552,7.3414482418748435,7.247514795693225
138,Philippines,6.78,3.0,3.48,5.98,7.69,6.52,2.96,8.17,4.21,3.79,4.72,3.17,2.95,4.17,1.4,1.81,2.85,5.26,2.48,2.64,3.93,5.82,5.82867212881251,5.831749335810497,5.8146848242762035,5.853429657841771
139,Palau,-0.71,0.09,0.5,0.95,4.08,4.08,3.29,11.9,1.42,1.45,4.69,3.59,3.41,4.15,0.95,-1.03,0.9,1.57,0.61,0.22,0.45,12.2,12.197508380460091,12.19771795593541,12.19685636787021,12.200582154098107
140,Papua New Guinea,9.3,11.8,14.71,2.16,1.78,2.37,0.91,10.77,6.91,5.1,4.44,4.54,4.96,5.22,6.0,6.69,5.43,4.73,3.68,3.37,4.49,6.6,6.629597189030528,6.607399297257632,6.593657745207744,6.55243308905808
141,Poland,5.41,1.91,0.68,3.38,2.18,1.28,2.46,4.16,3.8,2.58,4.24,3.56,0.99,0.05,-0.87,-0.66,1.98,1.81,2.31,3.37,5.1,14.3,14.048947002564779,14.707320679512247,14.948126615827663,15.183809021583176
142,Puerto Rico,0.58,0.19,1.39,2.54,5.61,5.18,4.23,5.21,0.28,2.47,2.9,1.35,1.06,0.57,-0.75,-0.29,1.75,1.27,0.1,-1.3,2.41,4.39,4.611724371842542,4.669135146694771,4.766139559375741,5.027457569046865
143,Portugal,4.37,3.6,3.22,2.37,2.28,3.11,2.45,2.59,-0.84,1.4,3.65,2.77,0.27,-0.28,0.49,0.61,1.56,0.99,0.3,-0.01,1.27,7.8,8.514798886282193,7.210421356570161,6.923458300033515,7.325206579184821
144,Paraguay,7.26,10.49,14.22,4.29,6.86,9.52,8.19,10.17,2.59,4.67,8.24,3.68,2.67,5.0,3.13,4.08,3.6,3.96,2.76,1.77,4.79,9.77,9.876982782737956,9.986126833814053,9.73433907242068,9.93641766203682
145,West Bank and Gaza,1.22,5.71,4.4,3.0,4.11,3.84,1.86,9.89,2.75,3.75,2.88,2.78,1.72,1.73,1.43,-0.22,0.21,-0.2,1.58,-0.74,1.24,9.77,9.932810604025091,10.110727346567952,10.109048886732667,10.159402681792018
146,Qatar,1.59,0.17,2.25,6.77,8.88,11.79,13.67,15.12,-4.88,-2.43,1.91,1.86,3.1,3.32,1.86,2.68,0.4,0.22,-0.55,-2.54,2.3,5.0,4.054277104826822,3.7809213029586153,3.732422692949703,4.054277104825872
147,Romania,34.43,22.51,15.38,11.86,9.0,6.6,4.84,7.85,5.58,6.12,5.79,3.34,3.99,1.07,-0.6,-1.55,1.34,4.64,3.83,2.63,5.05,13.8,13.437120125983986,13.521966139692767,13.14081173964717,12.922822750579996
148,Russian Federation,21.48,15.79,13.66,10.89,12.69,9.67,9.01,14.11,11.65,6.85,8.44,5.07,6.75,7.82,15.53,7.04,3.68,2.88,4.47,3.38,6.69,13.75,14.561234127666348,13.795574950987104,13.307922975364013,9.794094253818185
149,Rwanda,3.36,1.98,7.45,11.98,9.12,8.83,9.08,15.44,10.35,2.31,5.67,6.29,4.22,1.78,2.51,5.72,4.84,1.36,2.43,9.85,-0.39,17.7,17.275659390509922,17.4963591547422,17.756507669102955,17.67867635128191
150,Saudi Arabia,-1.12,0.25,0.61,0.52,0.48,2.21,4.17,9.87,5.06,5.34,5.83,2.87,3.51,2.24,1.22,2.05,-0.85,2.47,-2.09,3.45,3.06,2.5,1.4272416319698347,1.7052033143749694,1.153623100852279,0.7106216695190937
152,Senegal,3.05,2.4,-0.05,0.51,1.71,2.11,5.86,6.34,-2.25,1.23,3.4,1.42,0.71,-1.08,0.13,0.84,1.32,0.46,1.02,2.55,2.18,9.69,9.744228867594217,9.541584151847418,9.030691136091406,9.376043398138766
153,Singapore,1.01,-0.39,0.49,1.67,0.47,0.96,2.11,6.62,0.59,2.82,5.24,4.58,2.36,1.03,-0.52,-0.54,0.58,0.45,0.56,-0.18,2.3,6.02,5.743657440849494,6.092225896141609,6.30105294368148,6.544422811115164
154,Solomon Islands,7.63,9.37,10.08,6.92,7.53,11.22,7.66,17.32,7.11,0.95,7.44,5.91,5.39,5.17,-0.56,0.5,0.48,2.66,1.83,2.96,-0.11,3.74,4.130967990934563,4.089979411239811,4.072638089061262,3.620975470501779
155,Sierra Leone,2.57,0.12,3.99,12.92,13.7,10.53,16.97,8.2,7.47,7.89,6.1,6.59,5.52,4.64,6.69,10.88,18.22,16.03,14.8,13.45,11.87,25.91,25.508724820736347,25.17844448088524,24.906812051848814,25.53959214221776
156,El Salvador,3.74,1.87,2.12,4.45,4.69,4.03,4.59,7.26,0.54,1.18,5.12,1.73,0.76,1.14,-0.73,0.61,1.01,1.09,0.07,-0.37,3.47,7.2,6.9960224508737126,7.355764673878257,7.214834730845549,7.908358397874929
157,San Marino,3.74,1.87,1.34,1.43,1.69,2.1,2.54,4.1,2.42,2.6,2.0,2.83,1.6,1.11,0.15,0.57,1.0,1.73,0.95,0.22,0.76,2.08,2.0732817037751943,2.109209983584941,2.123522875541673,2.1515644597834336
158,Serbia,80.74,8.87,2.9,10.6,16.25,10.73,6.0,12.39,8.13,6.14,11.14,7.33,7.7,2.1,1.39,1.12,3.13,1.95,1.85,1.58,4.09,11.98,12.066886860361505,12.09390210265878,11.685022759781114,11.633182700237697
160,So Tom and Principe,9.22,10.13,9.79,13.28,17.15,23.08,18.55,31.99,16.96,13.34,14.32,10.64,8.11,6.99,5.26,5.43,5.69,7.87,8.36,7.87,8.14,15.05,15.17754738259876,15.297064004070933,15.34997254796375,15.431697352369618
161,Suriname,34.37,15.52,23.0,9.13,13.98,11.28,6.43,14.67,-0.3,6.95,17.68,5.01,1.92,3.38,6.9,55.5,22.02,6.94,4.39,49.77,59.11,54.26,55.39321591891367,57.19818354233796,56.34535094356791,54.289206595848334
162,Slovak Republic,7.33,3.13,8.55,7.55,2.71,4.48,2.76,4.6,1.62,0.96,3.92,3.61,1.4,-0.08,-0.33,-0.52,1.39,2.51,2.77,1.94,3.15,12.8,12.384146156309809,12.730952569349553,12.963203017901055,13.002434512588808
163,Slovenia,8.38,7.48,5.54,3.59,2.45,2.46,3.66,5.65,0.84,1.8,1.8,2.6,1.77,0.2,-0.53,-0.05,1.43,1.74,1.63,-0.05,1.92,8.8,8.674542592554738,8.8047046527792,9.050914814890533,9.165394699184336
164,Sweden,2.41,2.16,1.93,0.37,0.45,1.36,2.21,3.44,-0.49,1.16,2.96,0.89,-0.04,-0.18,-0.05,0.98,1.87,1.95,1.64,0.5,2.16,8.4,8.392635424593148,8.367268553747326,8.363449885017848,8.366995791695222
165,Swaziland,5.94,12.02,7.29,3.44,4.9,5.2,8.08,12.66,7.45,4.51,6.11,8.94,5.62,5.68,4.95,7.85,6.22,4.81,2.58,4.11,3.72,4.87,4.5281641932126195,4.784348138705434,4.779718308365211,4.836047910837978
166,Seychelles,6.0,0.2,3.3,3.9,0.65,-1.86,5.32,36.97,31.75,-2.4,2.56,7.11,4.34,1.39,4.04,-1.01,2.86,3.7,1.81,3.9,9.77,2.63,3.7568179103309394,3.4286070153135264,3.0790683365043616,3.39306070899395
168,Chad,12.43,5.19,-1.75,-4.8,3.33,8.07,-7.44,8.31,10.12,-2.11,1.86,7.7,0.23,1.67,6.76,-1.12,-0.9,4.27,-0.97,2.8,-0.77,5.11,5.890833765319021,5.296253925672427,5.410871726086228,5.816013812271123
169,Togo,3.92,3.06,-0.93,0.39,6.78,2.23,0.95,8.69,3.71,1.45,3.56,2.58,1.83,0.19,1.78,0.86,-0.22,0.94,0.69,1.83,4.55,7.61,7.414547519561935,7.544272617198055,7.827938164028289,7.552920957040421
170,Thailand,1.38,0.7,1.8,2.77,4.55,4.65,2.24,5.44,-0.84,3.27,3.8,3.01,2.19,1.89,-0.9,0.19,0.67,1.07,0.71,-0.85,1.23,6.08,6.073901980675448,6.054669765882881,6.047633589739256,5.982197151603545
171,Tajikistan,38.55,12.23,16.26,7.13,7.09,9.99,13.14,20.51,7.44,6.9,12.47,5.83,5.04,6.03,5.47,6.04,7.31,3.83,7.79,8.59,8.92,7.67,7.6998748963778905,7.721932062862474,7.694290803596981,7.709926263383522
172,Turkmenistan,11.63,8.75,5.59,5.89,10.71,8.16,6.26,14.54,-2.67,4.45,5.28,5.31,6.81,6.01,7.41,3.65,8.04,13.3,5.09,7.58,14.95,17.5,17.37487715556271,17.156639636195344,17.273032979857938,17.069344628448395
173,Tonga,8.29,10.36,11.64,10.97,8.67,6.15,5.84,10.45,1.43,3.54,6.27,1.15,2.11,1.17,-1.05,2.58,7.37,2.91,3.29,0.24,1.41,8.52,8.83937554574338,8.711090807704197,8.83670294703423,9.13336140374984
174,Trinidad and Tobago,5.6,4.12,3.78,3.76,6.84,8.31,7.86,12.07,7.06,10.53,5.08,9.29,5.15,5.69,4.66,3.09,1.88,1.03,1.0,0.6,2.06,5.03,5.103175150279025,5.347485732664447,5.315619134961999,5.376401719468521
175,Tunisia,1.94,2.76,2.75,3.61,2.02,4.11,3.42,4.92,3.59,4.29,3.22,4.62,5.32,4.63,4.45,3.61,5.31,7.27,6.72,5.63,5.71,8.31,8.324028345106182,8.35378544078596,8.324453446473036,8.316801621869665
176,Turkey,54.4,44.96,21.6,8.6,8.18,9.6,8.76,10.44,6.25,8.57,6.47,8.89,7.49,8.85,7.67,7.78,11.14,16.33,15.18,12.28,19.6,72.31,72.35111768157725,72.17122782467679,72.3459779713801,72.19435652056399
177,Tuvalu,1.53,5.05,2.91,2.37,3.22,4.19,2.29,10.44,-0.28,-1.85,0.5,1.42,2.01,1.07,3.14,3.51,4.12,2.14,2.18,1.57,2.94,5.71,5.1803219576495305,5.084753136553473,5.237015326096304,4.901714546996546
178,Tanzania,5.15,4.55,4.43,4.14,4.36,7.25,7.03,10.28,12.14,7.19,12.69,15.97,7.84,6.13,5.61,5.18,5.32,3.51,3.45,3.29,3.69,4.35,3.0511404937828748,4.253842975052263,4.506809917607079,4.583735537565269
179,Uganda,1.94,-0.3,8.72,3.67,8.61,7.22,6.09,12.03,13.01,4.0,18.66,14.03,5.47,4.3,3.69,5.17,5.63,2.62,2.87,3.79,2.21,7.2,5.434420354197686,6.941236083812666,7.147191037510195,7.254569261232735
180,Ukraine,11.91,0.72,5.22,9.03,13.53,9.09,12.89,25.2,15.86,9.33,7.95,0.59,-0.23,12.15,48.57,13.95,14.44,10.94,7.89,2.73,9.36,20.18,25.406526289716798,25.89688687982762,18.49363797059354,-3.2855482389626047
181,Uruguay,4.37,13.96,19.4,9.16,4.7,6.39,8.11,7.88,7.06,6.7,8.1,8.1,8.58,8.88,8.67,9.63,6.22,7.61,7.88,9.76,7.75,9.11,9.168951220382423,9.189163067370718,9.201795471738404,9.192952788681025
182,United States,2.83,1.59,2.27,2.68,3.39,3.23,2.85,3.84,-0.36,1.64,3.16,2.07,1.46,1.62,0.12,1.26,2.14,2.44,1.81,1.23,4.7,8.0,7.856741535506822,8.059968659529398,8.006663184375935,8.506402013939642
183,Uzbekistan,27.25,27.29,12.49,7.32,10.7,13.11,11.15,13.13,12.3,12.3,12.45,11.9,11.7,9.08,8.46,7.98,13.88,17.68,14.53,12.86,10.69,11.32,11.253216947702722,11.219825421554082,10.782396429006914,10.678882697946133
184,St. Vincent and the Grenadines,1.36,0.75,0.13,2.85,3.44,3.02,6.99,10.12,0.37,0.75,3.19,2.6,0.81,0.19,-1.73,-0.16,2.15,1.24,0.91,-0.61,1.56,5.83,5.572481696732413,5.8216480550291605,5.907951486394515,6.175213725461417
186,Vietnam,-0.31,4.08,3.23,7.76,8.28,7.4,8.31,23.11,6.73,9.2,18.67,9.07,6.58,4.09,0.64,2.68,3.52,3.54,2.8,3.22,1.83,3.16,3.1519312635336973,2.9973839266022093,2.8428365896707217,2.628704737295769
187,Vanuatu,3.58,1.96,3.02,1.42,1.2,2.04,3.93,4.84,4.3,2.76,0.87,1.35,1.46,0.8,2.48,0.84,3.09,2.31,2.75,2.92,2.34,4.58,4.363020870205445,4.379948320047573,4.278383620994803,4.5369119458564
188,Samoa,1.89,7.43,4.37,7.85,7.82,3.23,4.48,6.27,14.64,-0.2,2.88,6.19,-0.21,-1.24,1.92,0.13,1.3,4.2,2.19,-1.57,-3.01,8.75,4.7460484792617414,8.75626596482119,9.401660341403412,7.421615457908436
189,"Yemen, Rep.",11.92,12.24,10.83,12.49,9.87,10.85,7.91,18.98,3.67,11.17,19.54,9.89,10.97,8.1,39.4,5.0,30.4,27.6,10.0,26.18,45.7,43.85,44.59624086461507,43.96660013509611,45.639812073725196,27.39189093118499
190,South Africa,5.7,9.49,5.68,-0.69,2.06,3.24,6.18,10.06,7.26,4.06,5.02,5.72,5.78,6.14,4.51,6.59,5.27,4.5,4.13,3.22,4.61,7.0,6.635762658868483,6.622597453767595,6.543606223162265,6.901260961736399
191,Zambia,21.24,22.3,21.31,17.96,18.3,9.06,10.64,12.44,13.38,8.5,6.44,6.59,6.99,7.82,10.11,17.86,6.58,7.49,9.8,15.73,22.02,10.99,10.480641250005798,10.587313239533403,10.808657617803108,11.419354757848783
192,Zimbabwe,-37.2,-34.44,-8.56,113.57,-31.52,32.97,-72.73,156.96,6.22,3.05,3.47,3.72,1.63,-0.21,-2.41,-1.57,0.91,10.61,255.29,557.21,98.55,284.94,285.5304898904015,283.6885139636265,282.06687008550887,280.1279480573246
194,Kosovo,-37.2,-34.44,-1.09,-1.06,-1.38,0.61,4.37,9.34,-2.4,3.48,7.34,2.47,1.77,0.43,-0.53,0.27,1.49,1.05,2.68,0.19,3.36,284.94,283.74834994802063,282.9224538723913,281.3414528133295,280.2087953381808
197,Montserratit,4.75,3.98,1.16,3.1,2.67,1.93,2.71,4.9,2.79,2.09,3.67,4.77,0.87,-0.38,-1.15,-0.25,1.19,1.31,-1.07,-1.89,1.67,284.94,261.4171330594037,295.6481707710497,306.61965721709134,313.3780928678524
198,New Caledonia,2.32,1.81,1.11,0.84,1.23,2.95,0.98,2.95,0.93,2.7,2.43,1.75,1.28,0.18,0.57,0.58,1.38,1.33,0.25,-0.53,0.62,284.94,259.7173809271972,247.23882201749467,218.033684143723,228.3882330262421
200,Saint Helena,2.32,1.81,1.11,0.84,2.9,4.3,4.6,8.0,8.0,4.9,6.2,5.5,1.7,2.1,1.9,2.6,5.1,3.8,3.3,1.1,1.3,284.94,266.192529466249,384.9265095133384,372.42819582417115,378.6773526687549
201,Timor-Leste,2.32,1.81,7.17,3.24,1.11,3.94,10.3,9.06,0.67,6.77,13.5,11.8,10.99,0.85,0.65,-1.47,0.52,2.29,0.96,1.1,1.3,284.94,327.1410965306141,320.3452937095808,235.27191024627516,233.5939342410818
