,Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
76,Fiji,19000000.0,24000000.0,18000000.0,24000000.0,26000000.0,12000000.0,14000000.0,15000000.0,13000000.0,14000000.0,18000000.0,19000000.0,14000000.0,10000000.0,11000000.0,10000000.0,10000000.0,11000000.0,9000000.0,2000000.0,2056079.3969587146,1859056.1146229827,1819201.4161103356,2056079.3969587146,2352941.0637010927,2264748.5831521153
77,France,6170000000.0,6491000000.0,7732000000.0,6893000000.0,7286000000.0,6972000000.0,8144000000.0,9445000000.0,8096000000.0,8398000000.0,10784000000.0,10232000000.0,10261000000.0,9687000000.0,8192000000.0,8593000000.0,9595000000.0,9667000000.0,9244000000.0,3435000000.0,4296084123.178661,2668744611.622237,2949521964.7346883,2933671660.595468,3273471004.066211,4504095240.502774
82,Georgia,29000000.0,40000000.0,40000000.0,49000000.0,68000000.0,90000000.0,101000000.0,134000000.0,130000000.0,130000000.0,171000000.0,215000000.0,243000000.0,264000000.0,279000000.0,320000000.0,389000000.0,435000000.0,467000000.0,112000000.0,113985284.39795814,97235351.0640647,85146997.90792856,79312861.57459915,75591478.82516487,73207895.53637855
83,Ghana,60000000.0,65000000.0,78000000.0,84000000.0,169000000.0,230000000.0,258000000.0,328000000.0,264000000.0,308000000.0,562000000.0,512000000.0,509000000.0,489000000.0,668000000.0,779000000.0,888000000.0,879000000.0,1052000000.0,841000000.0,831946303.4602219,922635031.4129064,907962822.5403072,907045319.7803549,900811532.2297529,950473309.163185
85,Guinea,8000000.0,7000000.0,10000000.0,4000000.0,9000000.0,13000000.0,67000000.0,21000000.0,15000000.0,8500000.0,16100000.38,18299999.24,10500000.0,10600000.38,7599999.905,4400000.095,90900001.53,402500000.0,416600006.1,1070900024.0,743510256.3480885,962049410.5601044,1013065368.1827263,809671035.0929894,812773056.5570765,710687686.8303171
89,Greece,12000000.0,17000000.0,8000000.0,8000000.0,6000000.0,7000000.0,7000000.0,16000000.0,739000000.0,547000000.0,648000000.0,641000000.0,1333000000.0,1248000000.0,1276000000.0,1192000000.0,1150000000.0,1328000000.0,1141000000.0,602000000.0,167542056.47367743,157570494.83960816,158191483.32124504,121348134.43587478,124278472.22759612,123283883.24182753
92,Guatemala,41000000.0,53000000.0,61000000.0,103000000.0,111000000.0,126000000.0,140000000.0,134000000.0,147000000.0,222000000.0,227000000.0,214000000.0,227000000.0,247000000.0,266000000.0,278000000.0,291000000.0,298000000.0,314000000.0,90000000.0,105180645.9466248,105906436.6722502,103995506.0529967,105906436.67225584,108703776.47301269,111219699.96888673
95,High income,80968364725.0,81670574447.0,85469103791.0,98180361811.0,108838000000.0,117559000000.0,132608000000.0,145492000000.0,126291000000.0,146871000000.0,165275000000.0,169653000000.0,156409000000.0,156097000000.0,141789000000.0,139182000000.0,146325000000.0,165354000000.0,166437000000.0,90000000.0,80906956.68893956,21335718.508308597,15882183.459098496,39761621.04597161,40668208.845950276,120408705.31026456
97,Honduras,77000000.0,72000000.0,57000000.0,56000000.0,59000000.0,70000000.0,97000000.0,94000000.0,65000000.0,85000000.0,92000000.0,95000000.0,102000000.0,99000000.0,96000000.0,112000000.0,116000000.0,150000000.0,156000000.0,67000000.0,63963664.96368165,66339292.49735621,67327511.99859047,69569801.23256898,68619316.16170049,67653170.36055586
98,Heavily indebted poor countries (HIPC),1167518867.0,1167780554.0,1474740014.0,1496852609.0,1831451256.0,2153371570.0,2539568317.0,3096628303.0,3009067584.0,2744937458.0,3317779362.0,3676820479.0,3664027268.0,3856309342.0,4085084420.0,4073568028.0,4686659333.0,5242305594.0,5466702746.0,67000000.0,112309112.27363294,49854861.023807906,32099367.9870394,32582363.15986017,26169928.09152501,20443550.771164633
99,Croatia,71000000.0,71000000.0,37000000.0,33000000.0,32000000.0,33000000.0,40000000.0,44000000.0,28000000.0,29000000.0,37000000.0,36000000.0,20000000.0,19000000.0,15000000.0,9000000.0,41000000.0,48000000.0,47000000.0,14000000.0,13398000.41253697,13746576.543901943,13706925.598632125,12883309.642043928,12813828.637834579,12498431.969111934
100,Haiti,150000000.0,154000000.0,160000000.0,134000000.0,119000000.0,183000000.0,275000000.0,319000000.0,364000000.0,368000000.0,396000000.0,409000000.0,356000000.0,404000000.0,432000000.0,441000000.0,423000000.0,496000000.0,337000000.0,14000000.0,11599876.047178334,10532667.295001786,10094287.331043763,12117209.588805603,10259030.118451932,9392994.214476861
101,Hungary,79000000.0,78000000.0,106000000.0,61000000.0,444000000.0,440000000.0,542000000.0,632000000.0,501000000.0,493000000.0,563000000.0,571000000.0,620000000.0,676000000.0,626000000.0,572000000.0,580000000.0,600000000.0,611000000.0,175000000.0,176345123.94951057,175624813.2037219,175548438.58695692,175103449.90096152,174637281.34630445,175051469.42182583
104,IDA total,79000000.0,78000000.0,106000000.0,61000000.0,3459272680.0,4013761201.0,5757458871.0,7124181301.0,6385070919.0,8403698546.0,9418291262.0,9895114623.0,10796377193.0,10855274490.0,11605353909.0,11203436374.0,10653677127.0,12909646555.0,12373757436.0,175000000.0,173201500.58464482,171971221.32831007,171440867.3356443,170508774.4863216,170450768.6170816,169739993.1220707
105,IDA blend,79000000.0,78000000.0,106000000.0,61000000.0,1184332070.0,1200638663.0,2296633904.0,2841340235.0,2466379598.0,4353086147.0,4940143566.0,4959835220.0,5396743781.0,5907496043.0,5973784036.0,6201859673.0,5082630575.0,6530976050.0,5973353700.0,175000000.0,164405669.57505718,161389056.94877163,161295101.61295885,159314041.03115368,157219094.81621632,156962497.50947103
106,Indonesia,79000000.0,1753000000.0,1345000000.0,1062000000.0,1156000000.0,1428000000.0,1674000000.0,3247000000.0,1592000000.0,2037000000.0,2398000000.0,2284000000.0,2605000000.0,2581000000.0,2508000000.0,2366000000.0,2656000000.0,2857000000.0,3141000000.0,327000000.0,349548114.5430606,341486242.8140786,343873264.8093834,337466458.574693,337913461.49190956,339302862.00593436
